xl1xv1r src,x1i10hfl href 3,Primer segmento,Segundo segmento,tercer segmento,likes,Respuestas,repost,x1rg5ohu
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DND8LcfpjFt,If you want it all life will give you nothing,,,1 mil,60,50,07/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DM_Rd9XzNoP,hormozi,Verificado,1,27,1,1,05/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DM-smVovXpO,hormozi,Verificado,,293,4,8,05/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DM72qjdRw1L,"Losers fear rejection.
Winners fear regret.",,,"2,8 mil",85,311,04/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DM6YZjAs3JK,I consistently underestimate the power of having something to look forward to.,,,"1,7 mil",56,111,03/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DM6EPhLzJpg,"Whether people recognize your work or not, it’s always worth doing a great job.",Because you’ll know.,And you’re the only person whose judgment matters in the end.,"1,2 mil",66,106,03/08/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMsphqOJ2h8,,,,"3,3 mil",146,172,29/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMq0uc8N13w,"You don't need to be smart to get rich, you just need to not stop",,,"2,7 mil",134,171,28/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gETg03rOP2uGlGSZSDCERDGFv6FkD3xS0DKs3sU7MGXjfUwjONftjiLDrMn_FICCnc&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=uR-YMQ3MYAFveNqRa6NQJw&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfwkMd5MlWBlHXAUaq2mPQ_pPiI5gwhg2cqeF9z6irB9Ag&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMp0vuyRUSU,The fastest way to get rich is to get really good at one thing.,,,"4,5 mil",151,236,28/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMdPLJUxnsd,"1) Every person at some point in their lives needs to decide whether they’re more afraid of failing through action or failing through inaction.
You’re gonna fail either way, but only one of them gets you closer to your goal.","2) Don’t judge what brings you joy.
Don’t be ashamed of your ambition.
Don’t be apologetic about your beliefs.",3) You’ll be more upset you missed your goals than your Netflix shows.,897,43,87,23/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMaaNmRAAPB,hormozi,Verificado,"27 years old: ""Gym Launch"" does $3M profit the next 6 months. Then $17M profit next 12 months.
28 years old: Started Prestige Labs. $20M the first year. 
29 years old: Launched UseAlan, a software company for agencies to work leads for customers.",564,3,4,22/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMYlcTgg5PR,No rule has been truer in my life:,You show people how much you care by how much you prepare.,,"2,5 mil",61,160,21/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMX7_nAx2NW,You will die before you accomplish all of your goals.,,,"1,7 mil",135,71,21/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMWVTh_PGEH,How to get better at anything:,"1) do the task
2) get real time feedback
3) make feedback as specific to behavior as possible
4) repeat 1-3 until world class",Accurate & fast feedback > slow and vague,892,15,71,20/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMV9IGhzywO,The best dating tip for younger guys is:,Get better.,"That’s it. You can toss everything else out the window. Instead of learning ways to deceive and posture, just be the real thing. And you’ll get whoever you want.","1,3 mil",39,65,20/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMQ965CKIS1,The fastest way to get what you want is give up everything that doesn’t matter.,,,"1,8 mil",62,133,18/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMQYLxXR7h9,People think that “hard” means “pushing harder”,It doesnt.,"In reality, it looks like:",950,58,56,18/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMOUL18TVSp,The most important skill you can develop is the ability to keep doing what needs to be done without anyone telling you “good job.”,,,"2,9 mil",105,275,17/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMNpHLDNWaI,The single greatest change in my life came from doing one thing:,Ignoring people’s advice who didn't have what I wanted.,"This includes parents, friends, acquaintances, and random posts I see on my newsfeed.","1,5 mil",55,131,17/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DML7ORKJLXf,The fastest way to get what you want is give up everything that doesn’t matter.,,,"1,8 mil",70,183,16/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMLERftKOZT,You must first become consistent before you can become exceptional.,The number one thing that prevents consistency is big decisions left unmade.,The most important of which include what not to do.,838,51,50,16/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMJWYcxhMEv,"Friendly reminder that you can feel terrible about everything going on around you, and still win.",,,"3,3 mil",122,311,15/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMJIvZ2pjcI,Everyone's tired. No one's playing at 100%. Everyone has injuries and bruises and tradeoffs they would've played differently if they had known better.,Everyone has all that in common. The only thing that separates winners from losers is choosing to win anyways.,,"1,1 mil",30,80,15/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMIYiiMR5Nf,It almost always takes less time to finish the work than you spent avoiding the work to begin with.,,,"1,8 mil",74,141,15/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gFQcd8Nyi8e8-iCX6DGH06X1UEJ7MKVI-MF_J3wknxNlXIbYU2Y2ZouHhLGTsxlUMg&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=nTBJKJlznwdNioacIid-bg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfyuOgPKQwdeK-tAzcwXY7TXl2hpnZpMdjtGk-r3AmE8pw&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DMEvIuFI865,People measure the risk and cost of taking action but rarely the risk and cost of doing nothing.,This keeps people poorer than they ought to be.,,976,66,73,14/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gG6OYPlzWdByfYzuowp9GoDQjY_9mf7gPOqyuQMnIupx55Xe2_kJEmtxrLVfuycw2o&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=01LtCav5Jcr_UWrBaITIcg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxSRNvvo_hh3-FuaHXLWt7gEsC7IobNYoE9nrDdAWv2xQ&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DL7njU0MbUu,"You dont need to be smart.
You need to be consistent.",,,"3,8 mil",135,320,10/07/2025
https://instagram.fanf3-1.fna.fbcdn.net/v/t51.82787-19/516057853_17913065358119628_1912152155195990180_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fanf3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2gG6OYPlzWdByfYzuowp9GoDQjY_9mf7gPOqyuQMnIupx55Xe2_kJEmtxrLVfuycw2o&_nc_ohc=gIdngAi6B-UQ7kNvwGmWxCh&_nc_gid=01LtCav5Jcr_UWrBaITIcg&edm=AAGeoI8BAAAA&ccb=7-5&oh=00_AfxSRNvvo_hh3-FuaHXLWt7gEsC7IobNYoE9nrDdAWv2xQ&oe=69D05490&_nc_sid=b0e1a0,https://www.threads.com/@hormozi/post/DL7ME_cBJXY,Something I only realized as an adult:,It’s easier to win somebody over than it is to beat them.,It’s easier to get someone to give in than to give up.,476,20,15,10/07/2025
